PassengerId,SibSp,Parch,Ticket,Fare
711,0,0,PC 17482,1.5179994456378627
712,0,0,113028,0.5238635576190146
713,1,0,19996,1.6260914004573488
714,0,0,7545,-0.2152874021204351
715,0,0,250647,-0.0629807359157369
716,0,0,348124,-0.2946867853925576
717,0,0,PC 17757,9.227998752685192
718,0,0,34218,-0.1712545908114476
719,0,0,36568,0.0452931189799736
720,0,0,347062,-0.2892730926477721
721,0,1,248727,0.803210103249948
722,1,0,350048,-0.3204906104913034
723,0,0,12233,-0.0629807359157369
724,0,0,250643,-0.0629807359157369
725,1,0,113806,1.6737318966114614
726,0,0,315094,-0.2508358741597949
727,3,0,31027,0.283495599750537
728,0,0,36866,-0.2908972004712078
729,1,0,236853,0.5000433095419583
730,1,0,STON/O2. 3101271,-0.2827766613540295
731,0,0,24160,8.526925542235466
732,0,0,2699,0.1876732381678331
733,0,0,239855,-0.6260047813734322
734,0,0,28425,-0.0629807359157369
735,0,0,233639,-0.0629807359157369
736,0,0,54636,0.0712788441549442
737,1,3,W./C. 6608,0.8627607234425888
738,0,0,PC 17755,21.56273820248077
739,0,0,349201,-0.2840412999792114
740,0,0,349218,-0.2840412999792114
741,0,0,16988,0.6732814773750952
742,1,0,19877,2.788952602037281
743,2,2,PC 17608,10.737336289931395
744,1,0,376566,0.0712788441549442
745,0,0,STON/O 2. 3101288,-0.2827766613540295
746,1,1,WE/P 5735,2.448972697664749
747,1,1,C.A. 2673,0.2510134432818238
748,0,0,250648,-0.0629807359157369
749,1,0,113773,1.6737318966114614
750,0,0,335097,-0.2903558311967292
751,1,1,29103,0.3701146836671055
752,0,1,392096,-0.0857182454438362
753,0,0,345780,-0.2145641327697318
754,0,0,349204,-0.2840412999792114
755,1,2,220845,2.189115445915044
756,1,1,250649,0.0019835770216894
757,0,0,350042,-0.2883722541750398
758,0,0,29108,-0.1279450488531633
759,0,0,363294,-0.277362968609244
760,0,0,110152,3.120270598018155
761,0,0,358585,0.0019835770216894
762,0,0,SOTON/O2 3101272,-0.3174242949206569
763,0,0,2663,-0.3129114406486037
764,1,2,113760,4.571140253620677
765,0,0,347074,-0.2892730926477721
766,1,0,13502,2.7503334834730784
767,0,0,112379,1.089053080174624
768,0,0,364850,-0.2903558311967292
769,1,0,371110,0.4199206569191323
770,0,0,8471,-0.2638287367472801
771,0,0,345781,-0.2145641327697318
772,0,0,350047,-0.2858429769246761
773,0,0,S.O./P.P. 3,-0.1712545908114476
774,0,0,2674,-0.3130933407248285
775,1,3,29105,0.3701146836671055
776,0,0,347078,-0.2903558311967292
777,0,0,383121,-0.2903558311967292
778,0,0,364516,-0.0857182454438362
779,0,0,36865,-0.2908972004712078
780,0,1,24160,8.526925542235466
781,0,0,2687,-0.3129114406486037
782,1,0,17474,1.84263911024877
783,0,0,113501,0.6732814773750952
784,1,2,W./C. 6607,0.3896039775483334
785,0,0,SOTON/O.Q. 3101312,-0.3206725105675282
786,0,0,374887,-0.3120106021758714
787,0,0,3101265,-0.3013651167625251
788,4,1,382652,0.6353856281615965
789,1,2,C.A. 2315,0.2650890444182662
790,0,0,PC 17593,2.8041109417226804
791,0,0,12460,-0.2903558311967292
792,0,0,239865,0.5000433095419583
793,8,2,CA. 2343,2.3861738618252373
794,0,0,PC 17600,0.7034162566696693
795,0,0,349203,-0.2840412999792114
796,0,0,28213,-0.0629807359157369
797,0,0,17465,0.4969769939713118
798,0,0,349244,-0.2499350356870626
799,0,0,2685,-0.3129114406486037
800,1,1,345773,0.4199206569191323
801,0,0,250647,-0.0629807359157369
802,1,1,C.A. 31921,0.5108706950315294
803,1,2,113760,4.571140253620677
804,0,1,2625,-0.2571504053773127
805,0,0,347089,-0.3239207262143995
806,0,0,347063,-0.2892730926477721
807,0,0,112050,-0.6260047813734322
808,0,0,347087,-0.2892730926477721
809,0,0,248723,-0.0629807359157369
810,1,0,113806,1.6737318966114614
811,0,0,3474,-0.2844007691774651
812,0,0,A/4 48871,0.4199206569191323
813,0,0,28206,-0.1712545908114476
814,4,2,347082,0.7285011433719076
815,0,0,364499,-0.277362968609244
816,0,0,112058,-0.6260047813734322
817,0,0,STON/O2. 3101290,-0.2827766613540295
818,1,1,S.C./PARIS 2079,0.9766301711593096
819,0,0,C 7075,-0.3466582357424988
820,3,2,347088,0.5823314392626983
821,1,1,12749,3.423437391726145
822,0,0,315098,-0.2508358741597949
823,0,0,19972,-0.6260047813734322
824,0,1,392096,-0.0857182454438362
825,4,1,3101295,1.092842665095974
826,0,0,368323,-0.3250034647633567
827,0,0,1601,1.8208024391934032
828,0,2,S.C./PARIS 2079,0.9766301711593096
829,0,0,367228,-0.2903558311967292
830,0,0,113572,2.838758575289308
831,1,0,2659,0.0
832,1,1,29106,0.1860491303443974
833,0,0,2671,-0.3129114406486037
834,0,0,347468,-0.2858429769246761
835,0,0,2223,-0.2665355831196729
836,1,1,PC 17756,2.9755431016561564
837,0,0,315097,-0.2508358741597949
838,0,0,392092,-0.277362968609244
839,0,0,1601,1.8208024391934032
840,0,0,11774,0.6602886147876099
841,0,0,SOTON/O2 3101287,-0.2827766613540295
842,0,0,S.O./P.P. 3,-0.1712545908114476
843,0,0,113798,0.7165910193333795
844,0,0,2683,-0.3471996050169773
845,0,0,315090,-0.2508358741597949
846,0,0,C.A. 5547,-0.2990177395883861
847,8,2,CA. 2343,2.3861738618252373
848,0,0,349213,-0.2840412999792114
849,0,1,248727,0.803210103249948
850,1,0,17453,3.2330573071859194
851,4,2,347082,0.7285011433719076
852,0,0,347060,-0.2892730926477721
853,1,1,2678,0.0342838334141777
854,0,1,PC 17592,1.080391171782967
855,1,0,244252,0.5000433095419583
856,0,1,392091,-0.2210605640634745
857,1,1,36928,6.51429647980043
858,0,0,113055,0.5238635576190146
859,0,3,2666,0.2080633705217932
860,0,0,2629,-0.3129114406486037
861,2,0,350026,-0.0149807705633705
862,1,0,28134,-0.1279450488531633
863,0,0,17466,0.4969769939713118
864,8,2,CA. 2343,2.3861738618252373
865,0,0,233866,-0.0629807359157369
866,0,0,236852,-0.0629807359157369
867,1,0,SC/PARIS 2149,-0.0258081560529415
868,0,0,PC 17590,1.5609451874436977
869,0,0,345777,-0.2145641327697318
870,1,1,347742,-0.1438266578892661
871,0,0,349248,-0.2840412999792114
872,1,1,11751,1.6500935486106298
873,0,0,695,-0.4094570715820109
874,0,0,345765,-0.2362189037488739
875,1,0,P/PP 3381,0.4134242256253898
876,0,0,2667,-0.3130933407248285
877,0,0,7534,-0.1995876931605571
878,0,0,349212,-0.2840412999792114
879,0,0,349217,-0.2840412999792114
880,0,1,11767,2.9755431016561564
881,0,1,230433,0.5000433095419583
882,0,0,349257,-0.2840412999792114
883,0,0,7552,-0.1705313214607442
884,0,0,C.A./SOTON 34068,-0.1712545908114476
885,0,0,SOTON/OQ 392076,-0.3206725105675282
886,0,5,382652,0.6353856281615965
887,0,0,211536,-0.0629807359157369
888,0,0,112053,0.6732814773750952
889,1,2,W./C. 6607,0.3896039775483334
890,0,0,111369,0.6732814773750952
891,0,0,370376,-0.2903558311967292
